content,sentiment
"Boleh saja jika hanya sekedar mengingatkan KPU !\nJika Sebaliknya @AmienRais_ \nApabila Amien Raiz Curang dengan Provokasi masa, Menghina Presiden RI; Kita Habisi saja❌\nKita Tunjukkan Sportifitas Jiwa Ksatria. Maju Tak Gentar Membela Yg Benar 👹\nMari Kita Tegakkan Kebenaran.BERANI",
"@smartfrenworld Astaga dia nanya lagi, di bilang saya ga tau nomer smart saya, udh 2 hari ga bisa internet di modem m3z. Solusinya apa ?",
2 Guru 1 Murid 2 Ilmu\n.\nAlhamdulillah\nmasya Allah \ndapat anugrah indah\ndisilaturahimi 2 Guru besar\nin sya Allah beliau2 tak hanya besar\ndi bidang keilmuan\ntapi juga sisi perjuangan di… https://t.co/dZwtCOnP0x,
"Tp ttp aja masih lebih suka rebirth of malicious empress of militery lineage :""( xie jingxing tuh lebih ke dingin + nyebelin gitu. Jdnya koplak kalo udh ketemu shen miao yg emg karakternya kuat+jahat :( jdnya berantem mulu wkwkwk",
@Bali_Football Namanya kaya pemain Futsal Indonesia.,
@ibnuwaldi_ doai wal murah rejeki. manatau banyak rejeki mantan yang masih berharap bisa di angkut kepelaminan juga. haha,
"Yang penting jangan anarkis dan main hakim sendiri. Dan aparat harus objektif dan bijaksana.\nSebentar lagi pemilu serentak, jangan sampai ada orang-orang memanfaatkan kasus ini untuk memperkeruh suasana, padahal mereka tak mengalami sendiri.",
2 Guru 1 Murid 2 Ilmu\n.\nAlhamdulillah\nmasya Allah tabarakallah\nanugrah luarbiasa\ndisilaturahimi 2 Guru\nyang sangat ditunggu\n.\nyang satu ahli tafsir \nalumni AlAzhar Mesir\nyang satu lagi… https://t.co/Igq34IdmrQ,
"Saksikan penampilan @SondoroMusic hari ini  di Piazza Gandaria City dalam acara ”Melodi Untuk Banten &amp; Lampung” pukul 15.00 WIB sampai dengan selesai....\nMari ramaikan, dana dari konser amal ini akan didonasikan untuk korban tsunami Lampung &amp; Banten melalui Dompet Dhuafa.",
"Coba tebak, \nAir, air apa yang bisa terbang??\n.\nDi Hegarmanah bareng @dimastaARDAN &amp; @rasmusARDAN sampe jam 6 sore nanti.\n#hegarmanah \n#hgrmnh \n#cumadiardan https://t.co/JdIAMK4HLT",
ku gemes liat perut ne pak fahri hamzah... pgn tak uyel2.. 😂😂😂,
"Aku memakai pakaian serba hitamku dan bergegas ke Dunia Manusia. Aku melihat gadis itu sedang bekerja paruh waktu di suatu tempat makan kecil di daerah terpencil di Seoul. Aku melihatnya dari kaca jendela luar dalam waktu yang lama. Rambutnya coklatnya yang lurus, -c- https://t.co/MtXT5lzwpT",
"Barang kali kerjaanmu protas protes doang, sempetin dikit lah buat baca sama mikir. Saya lelah menertawakan kebodohanmu",
w-wow.. felix chan mudik,
"Kaitan dengan spanduk yg sedang viral diatas, dimana ada jamaah gereja ingin membangun gereja, alih fungsi dari rumah tinggal di suatu wilayah padahal mereka bukan penduduk wilayah itu. Tentu wajar ada penolakan warga setempat. Jangan diplintir-plintir jadi isu intoleransi.",
@chenlelegend wah????? murah banget itu :(((((,
w-wow.. felix mudik yeay,
"Kakak saya bilang, gak boleh, itu bukan gereja saya. Kebetulan itu gereja batak dan kami suku Jawa.\nSaya heran, sebagai muslim saya bisa sholat di semua masjid yg saya temui. Kenapa gak bisa?\nAkhirnya dia menemukan gereja yg jauh dari rumah, saya menyebutnya gereja Jawa.",
"LRT Jabodetabek yang awalnya direncanakan akan mulai beroperasi pada Mei 2019, ternyata mundur sampai dengan tahun 2021 ???\nBukannya di 2017 sudah cair 7 T ?\nMundur 2 Tahun ?\nAlasannya apa coba ?\nIni proyek Adhi Karya kan ya ?\n\n*sumber terpercaya.",
"AWAS BILA AMIEN RAIZ CURANG PROVAKASI MASA ! KITA GANYANG HABIS 🚩\nAYO KITA LAWAN KEANGKUHAN ,  KITA TEGAKKAN KEBENARAN ⚠\nHINDARI ""MALING"" BERKATA\nORANG LAIN MALING""\nPROSES KASUS AMIEN RAIZ\nPASUKAN KERAJAAN LANGIT SEDANG TURUN⤵\n https://t.co/RAZPQClgxP",
"Duduk Perkara Penolakan Gereja GKI di Jagakarsa, Jakarta Selatan\nhttps://t.co/HMmpBP7ocQ",
"Namun aku melihat nama tidak asing pada daftar roh yang harus kujemput besok. Kim Hanna, Seorang wanita, yang berhasil mengambil hatiku, Jung Chanwoo, yang adalah seorang malaikat kematian. Aku bergegas pergi ke Dunia Manusia untuk melihatnya untuk kali terakhir.",
"Coba untuk rakyat indonesia yang tercinta, \nKalau nitip barang, harganya lumayan tinggi, transferin uangnya secepatnya napa\n\nKita yang disini yang menderita kaga megang cash. Cik atuh mmq mikir gera",
"@tmeizzan Yaudah gini aja, coba kamu cek ig nya anya Geraldine yg terbaru dulu di IG baru ngomong",
Orang cuma nge share foto lama sama foto skrg. Challenge nya dimana coba🖕🏿😏,
—𝓣𝔀𝓸 𝓦𝓸𝓻𝓵𝓭𝓼—\n.\n.\niKON Jung Chanwoo au \n—[Bahasa Indonesia]—\n.\nCharacters :\n&gt; Jung Chanwoo as Grim reaper who fell in love with a human\n&gt; Jung Hanna as a normal Seoul girl\n.\nPics cr pennant_cw &amp; hanatheonly1\n.\nThis is my 1st au so enjoy!\n.\n#iKON #Chanwoo #찬우 https://t.co/3aPJctrRvh,
"admin @IndosatCare , mohon cek no. HP 085710070405. saat ini tidak bisa cek saldo. saat coba transfer pulsa dari nomor lain peroleh notifikasi ""nomor tujuan sudah tidak aktif/delete""",
Ada yg bisa bom SMS silahkan dibom nomer itu. Barusan ngakunya dari telegram senter minta kode verifikasi. Berhubung aku lahi repot gak aku layanin,
"temen-temen kalau kalian mau pake ojek online pas rush hour di tempat rame dan banyak mang ojol, tolong kalau gak memberatkan pake grab now ya. kasian mang-mang yang nunggu order dekat keramaian tp yang dapet yg jauh-jauh.",
@FANBASEBOKEP Awas masuk angin 🌪️,
"Saksikan penampilan @SondoroMusic  hari ini  di Piazza Gandaria City dalam acara ”Melodi Untuk Banten &amp; Lampung” pukul 15.00 WIB sampai dengan selesai....\nMari ramaikan, dana dari konser amal ini akan didonasikan untuk korban tsunami Lampung &amp; Banten melalui Dompet Dhuafa. https://t.co/T6nbYVK8bz",
"@smartfrenworld min, smartfren saya ga bisa internet dari tgl 15 kmrn, bisa tolong di cek. Saya jg tidak tahu nomer saya karena pakai di m3z terimakasih",
@shxxbiinn udah makan blom bin??,
@sharfina__ @irasmuthiahh @fadhilare_d @SobatHAPE ikutan juga ah.\n2009 hp kecebur ke banjir selulut gak rusak sama sekali vs 2019 akhirnya mencoba goodbye iOS. https://t.co/QWIaGSTyMo,
Malang. :) @eventmalang,
"@albertpanjaitn Silahkan dicek sembari ikuti tantangan, lumayan 100 jt lho  : @budimandjatmiko @TolakBigotRI @joxzin_jogja @JKFC23456789 @P3nj3l4j4h @04Nakula @Dennysiregar7 @AnakLolina @ulinyusron @projopusat @wr200465 @RelawanJokowiID @Takviri @habibthink @mantriss @TeddyGusnaidi @savicali",
Melayani bukan pula jadi sapi perah,
@utagun25 Ampe berapa lama di jakarta?,
"macetnye sampe bisa bikin gua ngetweet ini -,-",
"Jadi, kalau sampai Prabowo menang, itu bisa jadi seperti “tamparan” bagi sebagian besar orang (saya tahu ada orang-orang yang berpikir seperti itu).",
"Sejujurnya, saya pikir, “kedewasaan” rakyat Indonesia betul-betul diuji kalau ternyata paslon 02 yang menang. Saya percaya, khususnya, warga DKI, kebanyakan masih belum bisa “move on” dari kemenangan Anies.",
@TANAKAocd Sebagai murid yang baik tentu saya ikut kemanapun guru pergi.,
"Konsep “oposisi” di negeri ini pun masih jauh dari dewasa. Namun, saya tidak percaya juga kalau dibilang semua yang dilontarkan oposisi 100% salah, sedangkan Jokowi 100% benar. Bijaklah …. Berikan apresiasi sesuai porsinya, tapi tak perlulah terlalu dipuja-puji.",
"Jadi, saya pikir tidak perlulah kita terlalu mengagung-agungkan informasi hasil kerja pemerintah sampai-sampai kita “menutup mata” dengan kritik oposisi. Ya, kritik oposisi (yang memang jauh dari sempurna itu) mungkin gila.",
Pemerintah sekarang pun pasti “mengemas” informasi sedemikian apiknya supaya sejalan dengan kepentingan mereka.,
"Sedang krisis identitas, nggak ngerti sama selera musik sendiri.",
"Hanya saja … mereka melakukannya dengan cara yang “lebih elegan”. Dalam arti, semua informasi, data statistik, segala hal yang disajikan ke publik, tentu saja dibuat untuk mendukung kepentingan dan prestasi pemerintah.",
"Kalau orang-orang (dalam hal ini, pendukung paslon 01) merasa bahwa paslon 02 dan pendukungnya kerap menyiarkan informasi hoaks, informasi yang tidak representatif, manipulatif, dan “-if -if” lainnya, saya pikir kita perlu membuka mata bahwa hal serupa pun dilakukan paslon 01.",
"Saya membayangkan media, yang sekarang hampir tidak independen (bukan netral, karena tidak ada media yang netral), akan terus-terusan membombardir laporan-laporan utama dengan isu-isu yang mengguncang pemerintah ...",
"Saya melihat, ada kecenderungan bahwa hal semacam ini pun mungkin bisa terjadi jika Prabowo ternyata memenangkan mayoritas hati rakyat Indonesia.",
"Baru-baru ini, Jair Bolsonaro, yang disebut-sebut sebagai Trump-nya Brasilia, terpilih sebagai presiden. Semua ini sudah cukup “membuat pusing” pendukung yang “merasa waras”. Padahal, bagaimana pun, semua itu terjadi melalui proses yang demokratis.",
"Sejarah membuktikan, Inggris keluar dari Uni Eropa di saat sebagian besar orang berpikir itu sesuatu yang mustahil. Ternyata, itu terjadi. Trump menang pilpres AS di saat seluruh dunia sudah bersiap menyambut presiden wanita pertama AS. Apa yang terjadi sekarang?",
"Masalahnya, bagaimana kalau Prabowo yang menang? Sejujurnya, di sini, saya cukup menyangsikan kedewasaan pendukung Jokowi. Jangan salah, tidak ada yang bisa memastikan 100% bahwa paslon 02 pasti kalah.",
"Kalau Jokowi kembali menang, saya pikir hampir sebagian besar orang gembira, sementara pendukung paslon 02, lagi-lagi, harus ikhlas menerima kekalahan sekali lagi. Namun, saya pikir tidak terlalu jadi masalah.",
Mereka tidak akan mau ambil risiko (mengungkapkan secara terang-terangan) bahwa mereka memilih Trump pada pilpres AS 2016 lalu.,
"Saya ingat dengan fenomena terpilihnya Trump di AS. Saya tidak menyamakan Trump dengan capres 02, tapi yang mau saya garis bawahi adalah bahwa fenomena yang terjadi di AS dua tahun lalu mirip dengan apa yang sekarang kita hadapi.",
"Makan (@ Waroeng Steak &amp; Shake in Semarang, Jawa Tengah) https://t.co/jtkKSFtjSG",
"Dulu, ada semacam “doktrin” yang ditanamkan bahwa pilihan itu hanya diri sendiri dan Tuhan yang tahu, terlepas kita semua sama-sama tahu siapa yang akan jadi presiden. Sekarang? Orang-orang bangga dan berlomba-lomba menunjukkan pilihannya pada pilpres mendatang.",
"Masalahnya, apa jadinya kalau misalnya saya memilih paslon 02? Zaman sekarang ini, konsep pemilu yang bersifat rahasia sudah tidak terlalu relevan.",
"Paslon 01 dianggap sebagai capres dan cawapres paling “ideal” bagi kebanyakan orang yang saya tahu. Saya sendiri, sebetulnya, tidak setuju. Tidak ada yang ideal, menurut saya, baik paslon nomor 01 dan 02. Jadi, ya ... biasa-biasa sajalah, tidak perlu “lebay”.",
Saya suka video @YouTube https://t.co/ZylPNNXvIO AWAS KARANG BERBAHAYA (Lagu Pramuka Penegak),
"Sebetulnya, saya sangat menghindari pembahasan terkait pilpres semacam ini karena ya … ini sangat membosankan dan dalam banyak hal, tak ada yang betul-betul saya perjuangkan dalam mengemukakan pemikiran semacam ini. Beda ceritanya ketika saya mengkritisi media, misalnya.",
"[AKANKAH KITA MASIH BERTEMAN KALAU SAYA MEMILIH PRABOWO?]\n\nSebelum warganet nan budiman terlanjur gempar, saya perlu menekankan bahwa sampai saat ini saya belum menentukan pilihan. https://t.co/TU693BCSZA",
"Atasi Penurunan Tanah di Jakarta, Pemprov DKI Gandeng Jepang https://t.co/oFxvipxYKt https://t.co/xYwiyNke2w",
"@thatJanice @seavoicenews Yes it is very bad, now with better reporting and the internet humans are more aware of the problem",
@detikcom @prabowo @sandiuno @jokowi @20detik Sombong adalah awal kehancuran pak tuaaa.,
"@alpinkori @MerdekaBrojoe @SetiaAdy_p @Nink47018190 @HalloMaman @bobolidos @do_chand @DYoesouf @dewantara_adjie @AlaricLuthfy @himawan1978 @Igedemanuke9 @muttle9 @Midjan_La @JokSusi2019 @moketawa @SUYONO_NEW @AnissaVerawaty @juventini_3rwin @SalmaBrecht @NurmaTgr @woelannnn @dya_11677 @ebugogo2periode @Vivittts @XihxhouxExchou @RiRiJreeng @suka_komen @koecing_pasar @TamMuht @arekgubeng2 @Sandro87732049 @AdiahmadAdi5 @FrennyPahibe @enylove2 @Jeonum1203 @Mmahalik2 @Swarnadiva9 @LebahBorneo @Nurulis53223263 @BPart02 @cikyber @kenneth_aurelio @AndriawanRandie @gunwbisono @Versakleg @zqnov @IndraNov1972 @jnnewrw @AdrianWaworuntu Namanya saja harapan ... Kan udah diawali dg kata ""Semoga .. ""\n\nSecara lahir ketiadaan pranata negara dlm kendali PS02 sejujurnya berat PS 02 menang.\n\nTp dgn dukungan Ulama Lurus dan rakyat yg inginkan perbaikan smg Allah SWT tolong negeri ini dg menangkan #2019PrabowoPresidenRI",
@saygusbay subsidi om,
@UlumArifah Alhamdulillah .\nIy ga ikutan .\nOhh pas itu km di sby toh ?,
Di Indonesia masa Pak @jokowi ummat dan ulama justru memiliki kebebasan luar biasa. Bandingkan dengan negara-negara Islam dj Timur Tengah! Nikmat apa yang kamu dustakan? https://t.co/G259jFzdWL,
Kota-kota di Indonesia Ini Punya Toleransi Tinggi https://t.co/rvZRQcwLee,
"Ya Allah, udah ke Lippo Karawaci nge-Maps masjh aja nyasar. Yang bodoh tuh gua atau aplikasi nya sih?",
"@tiyokpras jadi inget juga, yg viral dulu smp negeri di jatim lupa daerah mana, non muslim disana harus wajib pake jilbab krn mayoritas muslim. yakali itu sekolah nenek moyang kepseknya bkin aturan sendiri, padahal sekolah negeri duitnya juga sebagian dari pemerintah seenaknya bikin aturan",
@JeptaM @kangmeirza @RizmaWidiono @permadiaktivis @P3nj3l4j4h @heniunique @BadjaNuswantara @Y_Radianto @SiswantiYeni @Dwiyana_DKM @04Nakula @DjanChoek @fadlizon @jokowi Ketika @fadlizon tidak bisa menjawab maka jelas dia hanyalah beban bagi negara,
"Smg sadarkan kita semua, saatnya warga Nahdiyin, Muhammadiyah dll bersatu menangkan #2019PrabowoPresidenRI utk perbaiki NKRI yg Adil, Makmur, Berkah, Jaya dan Bermartabat. @nu_online @muhammadiyah @pppemudamuh @Banser_CyberNU @GUSDURians @Official_Ansor @nahdlatululama @WartaNU",
"Smg sadarkan kita semua, saatnya warga Nahdiyin, Muhammadiyah dll bersatu menangkan #2019PrabowoPresidenRI utk perbaiki NKRI yg Adil, Makmur, Berkah, Jaya dan Bermartabat. @nu_online @muhammadiyah @pppemudamuh @Banser_CyberNU @GUSDURians @Official_Ansor @nahdlatululama @WartaNU",
"Smg sadarkan kita semua, saatnya warga Nahdiyin, Muhammadiyah dll bersatu menangkan #2019PrabowoPresidenRI utk perbaiki NKRI yg Adil, Makmur, Berkah, Jaya dan Bermartabat. @nu_online @muhammadiyah @pppemudamuh @Banser_CyberNU @GUSDURians @Official_Ansor @nahdlatululama @WartaNU",
"Smg sadarkan warga Nahdiyin, Muhammadiyah dll bersatu menangkan #2019PrabowoPresidenRI utk perbaiki NKRI yg Adil, Makmur, Berkah, Jaya dan Bermartabat. @nu_online @muhammadiyah @ansor_jatim   @pppemudamuh @Banser_CyberNU @KokamIndonesia @GUSDURians @Official_Ansor @nahdlatululama",
@juventini_3rwin Sekalipun pilihan Ijtima' Ulama niscaya dia akan mengayomi semua umat dan anak bangsa ...\n\nItulah Syiasah dalam kajian para Ulama yg telah pilih #2019PrabowoPresidenRI \n\nPemimpin dipilih Ulama dg berbagai pertimbangan kemudhorotan paling kecil ... Bukan Ulama yg dipilih Presiden,
Kalo buat bolt home bisa juga gak nih?,
Mau pulang pamulang. Makan nasi goreng yg ada di depan Gria Jakarta pake telor dadar.,
@andrian_kaifan @Ferdinand_Haean @jokowi Lakukan hal yg sama ke Mukidi dg Teleprompter dan durasi yg sama aja gk hrs lebay berbulan2 ... Niscaya kalian akan kasih Mukidi salam satu jari telunjuk ditempel miring dijidat ...\n\n#2019PrabowoPresidenRI,
gua jadi heran d43rm3l1k tuh jadi close gasih??? kok jadi ngeapdet foto foto doyoung lagi hade,
"Yuk sahabat Twiter yg peka terhdp tanda2 yg Allah SWT berikan agar TIDAK pilih pemimpin yg bnyk bohong &amp; membiarkan ketidakadilan perlakuan hukum. Yuk menangkan #2019PrabowoPresidenRI pilihan kita semua utk perbaikan NKRI : Adil, Makmur, Berkah, Jaya &amp; Bermartabat. Slm",
mau bisnis tapi kurang di percaya karena follower dikit? bisa beli dengan harga murah kok | baca di bio saya # CP : Ada di BIO,
Viva Cosmetics Makeup Tutorial + Review | Makeup Lokal Bagus &amp; Murah Bah... https://t.co/Cye7ciZBP4 via @YouTube,
"#TodayInNews\n\nKepala Dinas Penanaman Modal, Pelayanan Perizinan Terpadu Satu Pintu Pesisir Selatan - Suardi mengatakan Ranperda tersebut sudah masuk tahap final dan tengah menunggu pengesahan. Saat ini, setidaknya terdapat tujuh izin usaha penginapan/ yang sedang diurus.",
@indrisme Wkwkwkkwk mantap Cuy kaya Panada. Gua aja yg ga suka ikan jd demen,
Ada gaya menteri x 😂😂 https://t.co/GJ9J9FCdfW,
Jangan coba prostitusi online bang. Jangan.,
Cancel tiket bisa di aplikasi sekarang jadi ga rempong jauh-jauh ke stasiun. Aku cinta digitalisasi 😭,
"Yauda pengennya gimana ?\nCoba diurus sendiri deh kalau gitu, daripada di urusin juga serba salah.",
Jgn diikutin. Goblok gua mah,
"i hate when stuff i order doesn't have tracking or the tracking doesn't work cause then i worry it WONT arrive (especially before the order closes completely &amp; refund period is over) and then i gotta deal with msging sellers/getting refunds or a replacement sent out, etc..",
"at least https://t.co/JPkfDrOwU0 has estimated my mouse to arrive by friday, yay? the mouse mat has had 0 tracking this entire time tho...so hopefully it pops up soon-ish",
@Nugraha_RZ kurang gaul gimana coba w dulu riz haha,
